,prediction
1362,648110.6160337849
1363,1005252.5027745161
1364,278377.3800779383
1365,260043.62847313652
1366,564090.0939040557
1367,353014.74471371796
1368,692174.3551529689
1369,236938.578608957
1370,159254.86627992865
1371,626990.9464887464
1372,391734.55988217774
1373,778139.7942003974
1374,691638.3966653182
1375,372967.02440875897
1376,447163.25180603226
1377,329026.867815329
1378,205031.3827714047
1379,864470.2783373741
1380,508970.40453273547
1381,226334.23391234566
1382,715444.4028252683
1383,674217.2187682922
1384,424882.3513501524
1385,691036.2109797549
1386,694234.587032308
1387,441283.4767464197
1388,466942.6090544225
1389,165404.56217149412
1390,619344.1712799662
1391,381674.1980685261
1392,290556.1485065883
1393,430158.9458097784
1394,758062.7457890691
1395,765200.4332378306
1396,1449784.5877478642
1397,447226.0920621153
1398,507572.6321774231
1399,384494.34955016593
1400,365043.83923843526
1401,93835.70082252217
1402,247492.97346103145
1403,778899.5183968062
1404,560130.4109047274
1405,710942.513019443
1406,276872.9937330632
1407,309435.717115124
1408,455558.097708629
1409,693476.1004374869
1410,684924.4653053565
1411,633096.6792552694
1412,87260.45303241874
1413,625773.9548690104
1414,771314.0209930938
1415,563660.1837334281
1416,228586.2373657677
1417,1504325.4024237478
1418,446912.0419737131
1419,455626.65887482406
1420,1615239.6790032662
1421,379546.19903601124
1422,667117.1346345254
1423,1227152.6534604768
1424,425256.4520833009
1425,818453.6530963407
1426,144210.27228332683
1427,450949.07448606077
1428,1120003.8997598186
1429,516635.65975850006
1430,535352.1860904405
1431,619553.5666011538
1432,191495.31992622744
1433,1392023.784450703
1434,454962.25023704756
1435,472152.73782142496
1436,948765.5047782455
1437,583289.0485658409
1438,718880.5682095159
1439,467493.06387887034
1440,1260165.0930115748
1441,223753.62759380962
1442,483797.0424806705
1443,614138.8109863668
1444,1102891.2415829569
1445,398664.40152102266
1446,655748.2927504265
1447,327293.1930682047
1448,2328040.5889615994
1449,2950.9641155352
1450,381692.4179633267
1451,381692.4179633267
1452,175796.26359124808
1453,161914.93212193827
1454,493981.7774962607
1455,446339.3674310299
1456,486148.55691006
1457,266394.5345589985
1458,686789.1520296367
1459,873588.3694875964
1460,647320.8341485416
1461,445735.36154219776
1462,187446.17926179472
1463,519203.45455942303
1464,823063.4464895304
1465,823063.4464895304
1466,507428.4623944587
1467,320996.21727546817
1468,356071.8765336914
1469,541666.282300534
1470,122687.29213334102
1471,1027234.4454785546
1472,218263.08071870985
1473,570989.6478948592
1474,443693.82041838253
1475,554433.3491641248
1476,422531.4414282491
1477,659256.5929757628
1478,298002.8442061781
1479,622903.516406371
1480,704528.7310693049
1481,367214.9985620411
1482,629539.8238069158
1483,709003.7737395883
1484,860840.4956868261
1485,140192.97595992166
1486,219962.38597831002
1487,1043868.4397462402
1488,373923.64274604735
1489,462758.72790810163
1490,531295.8478545457
1491,429745.6361678756
1492,579902.3181656835
1493,669507.4875245852
1494,290916.76810321625
1495,698986.9046781689
1496,665252.0558883918
1497,409291.28089403245
1498,900350.7836851082
1499,902947.1271048628
1500,275981.9806901522
1501,184607.71240490547
1502,356869.79108187696
1503,916306.1469992574
1504,1339547.68787188
1505,176164.02106846578
1506,782494.869199991
1507,484248.0976321661
1508,649006.6317436966
1509,589787.5235393858
1510,439895.9503970494
1511,310522.96482949855
1512,765772.4733965214
1513,112024.49527924968
1514,430303.6852957142
1515,669730.7185493977
1516,296695.3329076455
1517,478566.0534465221
1518,611510.2925878704
1519,703545.7641452294
1520,282383.49641029374
1521,700085.0002979003
1522,302833.5472190916
1523,13322.122231432324
1524,547398.4405039311
1525,882256.6907750687
1526,462570.2109775762
1527,773250.840014634
1528,550500.0570766745
1529,775106.4012464362
1530,1314205.2087604247
1531,966009.4147333067
1532,358889.6825737684
1533,780696.7967292821
1534,678640.7862093062
1535,896491.7963544654
1536,814508.5971474691
1537,488796.4530789519
1538,411735.58155481366
1539,1485935.2831745557
1540,618415.4456412751
1541,513460.4776965871
1542,452728.04067067266
1543,899088.9309993386
1544,604092.8919982641
1545,316411.5316411706
1546,483478.63780320866
1547,512244.9737854664
1548,232537.49337998044
1549,552708.0327618406
1550,469845.9836793287
1551,304064.88728952187
1552,182540.6884191265
1553,287261.2097611311
1554,830574.5121719986
1555,365884.5353573521
1556,199217.85665559722
1557,1192955.358170169
1558,727758.8771909518
1559,578354.9469630736
1560,672223.5170966181
1561,527570.7453951162
1562,872708.6829557731
1563,435723.1800021337
1564,482636.57386329747
1565,1146773.9647560425
1566,74791.7860250214
1567,170422.8581686432
1568,788801.7832869944
1569,978238.8587857506
1570,470250.0641597428
1571,246908.13301906607
1572,575301.6764230065
1573,607655.9487200099
1574,310059.2725680727
1575,923021.0982047811
1576,80901.37873125897
1577,80901.37873125897
1578,647234.2966814741
1579,599582.5115158515
1580,433955.52107162005
1581,364637.5379120932
1582,562119.0608785509
1583,1086568.3508662693
1584,680717.264113661
1585,286503.63568998687
1586,1418219.5787510602
1587,529118.0618500839
1588,651937.0515253188
1589,397141.1371746857
1590,518992.3880170557
1591,373647.5956282797
1592,161195.27153650345
1593,1025399.8366889535
1594,515146.6047871009
1595,791957.058790061
1596,145566.7097286241
1597,703920.1494720828
1598,509560.48698778043
1599,532993.5428645452
1600,776540.1779701948
1601,838379.0129579469
1602,587362.6973432628
1603,703792.9885198032
1604,222498.76234043034
1605,439112.994811689
1606,699227.2665533791
1607,495015.5224358359
1608,345064.82662710943
1609,159391.33395863976
1610,663325.9847932981
1611,221049.751368718
1612,412683.63375309366
1613,436410.14005870733
1614,356374.60158473765
1615,264493.53426172235
1616,344505.4621220664
1617,194593.5140714342
1618,585110.9662732034
1619,138277.4423825522
1620,41923.130266135995
1621,496983.3437157298
1622,1224605.6921733734
1623,467549.51226683473
1624,815350.3359889389
1625,322519.6180810394
1626,539824.3918585284
1627,919254.7869340442
1628,585721.0911422905
1629,327319.62192369124
1630,258992.26951793954
1631,577862.3530543979
1632,746915.9958414342
1633,256820.34132744977
1634,708140.2311144767
1635,572229.1038253658
1636,452504.709639246
1637,377291.8432703158
1638,476086.6196965161
1639,775336.2289550557
1640,534313.5424238445
1641,824028.6351883634
1642,573122.3043624824
1643,228851.0966700524
1644,208254.89402381174
1645,385216.3697463975
1646,511305.2006561378
1647,495883.2793315165
1648,291785.6124975425
1649,469180.52735697245
1650,242218.51046952337
1651,323343.1646461083
1652,334133.3372738946
1653,865213.0917605448
1654,554827.669336567
1655,461323.6461425355
1656,292810.0969945734
1657,397020.0206966925
1658,532472.3350356567
1659,229503.1402055635
1660,515762.1461961897
1661,336579.4062670398
1662,1252959.5114310666
1663,905155.817946269
1664,1139588.598996942
1665,495884.91763933434
1666,326936.35670186835
1667,376184.10224899184
1668,570353.3486424808
1669,470209.7018805945
1670,788844.9222017135
1671,384907.9012899009
1672,397192.7071216606
1673,262659.9376196204
1674,752615.9444929218
1675,265328.91470522294
1676,1566411.138285297
1677,59542.05992412375
1678,420857.42023365933
1679,577790.6564062383
1680,704959.6333102029
1681,781413.4198109875
1682,417805.5859694242
1683,719325.8386012153
1684,676197.1020876286
1685,1159581.6501627157
1686,644158.7859221452
1687,494777.79544223065
1688,359259.0204061101
1689,384242.30691026757
1690,670143.4473802582
1691,81609.96680870955
1692,970228.8863660854
1693,313941.8014681252
1694,405829.50473240425
1695,233539.52712797484
1696,641851.1029561668
1697,719879.2569536946
1698,361953.4106007428
1699,637733.0504316582
1700,169085.28340083157
1701,525551.9257475795
1702,37770.22368803379
1703,403712.9323318009
1704,616972.7788800867
1705,290066.97138770064
1706,1132509.8230086362
1707,460094.7079452912
1708,605143.2697688643
1709,801767.2473750031
1710,395531.8587924036
1711,170374.00340752664
1712,513919.8891214405
1713,246913.66635910625
1714,815483.029940076
1715,439790.10109262425
1716,673343.5991605244
1717,337240.40875221486
1718,565450.7975228607
1719,285331.8981910793
1720,870065.2658240355
1721,592862.5775761541
1722,348199.0292175675
1723,343205.4757992559
1724,335522.0981202553
1725,341316.78786039934
1726,448101.1983562204
1727,592156.1660991957
1728,529722.6887612189
1729,817434.3111691317
1730,1155296.8353056635
1731,435535.81448686915
1732,1386780.7687753623
1733,464415.5788326592
1734,530646.2877881321
1735,467346.1273804193
1736,334705.6923744896
1737,323767.5800514284
1738,261318.3225226914
1739,554820.6034473928
1740,863919.6903756338
1741,529486.1516089734
1742,648545.7598286686
1743,663793.0294944255
1744,699246.683369384
1745,797148.4620862722
1746,656681.9836393892
1747,387776.89036983065
1748,498093.49017983826
1749,279049.82735304127
1750,435115.41103562305
1751,344160.8428514744
1752,659203.2507972723
1753,192786.26977949904
1754,1426984.59062894
1755,802369.1828474387
1756,884905.8952722226
1757,946348.8020907622
1758,662582.9278784797
1759,729516.4042007083
1760,541088.9782718281
1761,645475.8066419258
1762,612929.0236068899
1763,953763.3164410337
1764,933741.108204403
1765,539511.161310564
1766,613337.3017036072
1767,364549.8160106428
1768,916828.3252313712
1769,212370.10211287107
1770,1673632.6945758944
1771,384770.1799003837
1772,769173.2188355711
1773,463901.63340022485
1774,217877.6244590691
1775,116291.33250897872
1776,388469.5187397135
1777,117430.19425794459
1778,1071383.3721186596
1779,443993.65414624626
1780,558421.3467293445
1781,981653.6814195956
1782,-103156.34787132168
1783,431834.57925420045
1784,1094055.746919345
1785,338610.13562968466
1786,508641.24836419406
1787,467158.26203302795
1788,281514.1771283129
1789,535161.6869538986
1790,353133.7780136381
1791,614587.9266143648
1792,51775.45917157049
1793,115764.81567723956
1794,679125.1009707594
1795,826350.5862880051
1796,775703.14137229
1797,288382.884790032
1798,500129.9650373147
1799,373317.1221470897
1800,280079.65312810004
1801,689569.1234933893
1802,430070.0218968104
1803,1176275.4586673125
1804,339156.73577965656
1805,422859.9952287143
1806,623388.9712363465
1807,1368431.178512023
1808,694569.2520305676
1809,411767.118178469
1810,742473.4336372908
1811,222465.29634125694
1812,747443.2926554409
1813,488076.62459574104
1814,593423.5414691617
1815,194343.0093852476
1816,576444.2345976437
1817,1188830.600157935
1818,1111276.2774401135
1819,705779.3112426507
1820,370502.3141618655
1821,405533.0697426294
1822,486189.21253306116
1823,444780.6824811937
1824,407474.2431794489
1825,550346.3006815531
1826,294706.68289293855
1827,516317.4640257143
1828,497828.3481107248
1829,609620.212190608
1830,214557.25055032579
1831,462976.8363435274
1832,885194.4904886014
1833,739334.0231829901
1834,30059.624318245245
1835,1484765.3932151657
1836,158602.74202766566
1837,247493.56311272032
1838,1232161.2316801378
1839,146720.01164207375
1840,668989.9752064208
1841,949519.5560126046
1842,762302.5985701781
1843,681657.2922233815
1844,530511.5267122106
1845,402845.19865015056
1846,470108.7442170844
1847,423610.9276548993
1848,1612150.638954323
1849,325638.3540289985
1850,244708.5013215799
1851,550530.8876384319
1852,452787.31312940153
1853,332850.03606737906
1854,412784.3585680119
1855,542568.6047000203
1856,168766.70325495233
1857,594986.9962152052
1858,604592.0701657753
1859,501766.45601339545
1860,630094.0075151299
1861,567263.8945836122
1862,811123.7760145462
1863,799761.2655414823
1864,478912.03570863535
1865,478912.03570863535
1866,512547.81073599285
1867,364476.2245255582
1868,615403.0108046791
1869,807458.4206379412
1870,653810.0571944112
1871,427751.2043565371
1872,449510.5185312994
1873,721168.4889191242
1874,444027.50483768096
1875,471368.62139686604
1876,704212.1143827965
1877,655652.0663908967
1878,939405.225878825
1879,576790.693654938
1880,352896.6180936113
1881,363380.77095133567
1882,683713.9362770969
1883,246146.9718499647
1884,214076.83722301817
1885,231019.85826825933
1886,923435.4839526368
1887,599625.1259344633
1888,827246.8996046009
1889,113342.10326346388
1890,720555.8138467586
1891,527515.2785320044
1892,481406.5894760253
1893,1015761.3232075702
1894,1207859.5327492023
1895,706764.2778296228
1896,534782.2410984086
1897,458362.4047409139
1898,45282.34877539237
1899,365731.89001110627
1900,315175.2082763127
1901,427802.1635524713
1902,671054.147597846
1903,351093.1555721605
1904,925106.2104805759
1905,469693.87204494316
1906,330085.3249049287
1907,716773.6026047089
1908,379095.6864374038
1909,371082.4292694299
1910,324005.19583623053
1911,837527.3503820901
1912,477582.5387677223
1913,364668.88609263
1914,352608.6564754427
1915,566956.6451473495
1916,522254.20060032944
1917,289511.1715064013
1918,292122.40210755874
1919,580944.8937325901
1920,128172.2325769072
1921,1591756.6824283565
1922,396767.9305588219
1923,306407.385107865
1924,646880.8420968623
1925,389132.99327005807
1926,525869.9348121731
1927,384383.76798873453
1928,365498.94819156465
1929,749914.3075249179
1930,363099.5073416134
1931,935435.8652100035
1932,284578.6188098681
1933,759502.2055302986
1934,302791.8730825388
1935,1232984.6976644946
1936,486247.62848908186
1937,723680.4689295334
1938,612490.1796801037
1939,425875.25397227914
1940,203838.9129709751
1941,1073480.8771722296
1942,323764.8435872835
1943,266108.56106783333
1944,1382363.714294985
1945,1484530.4110723722
1946,1111984.304318284
1947,979399.4197111079
1948,141801.27190741157
1949,1049582.8851107094
1950,336456.3867536156
1951,284040.0896773177
1952,226662.4678957195
1953,431299.29270185065
1954,685066.9219466225
1955,642335.3956888544
1956,271381.83588724304
1957,455825.78444396646
1958,378705.60867006844
1959,245742.75273402163
1960,650907.5526854187
1961,242853.71657731326
1962,704025.9715440184
1963,358952.857647361
1964,90737.38896588696
1965,279817.27371140016
1966,691566.466165462
1967,734613.8801038483
1968,278385.9447392258
1969,356750.4120313962
1970,282906.5904995791
1971,275129.8970372091
1972,759584.0668305831
1973,317810.8038331288
1974,392727.819107082
1975,178940.01397594134
1976,638653.615599314
1977,644680.8873709124
1978,960059.5838116934
1979,119483.55705429957
1980,931561.6203166563
1981,647884.0808457437
1982,700164.3701905331
1983,570592.2308403795
1984,508727.2867193376
1985,812013.5848691774
1986,550681.4441978849
1987,1174111.787791832
1988,498854.6957572368
1989,410217.2517205805
1990,753989.3942209372
1991,335525.8891490996
1992,577185.3683699688
1993,314213.58168008446
1994,431295.2295215783
1995,400756.61033358995
1996,116498.86401764193
1997,177342.76110748976
1998,497480.4300414481
1999,763879.8763538047
2000,475494.1730075737
2001,248280.56424108474
2002,218095.57452168793
2003,404910.40713134105
2004,1131657.6626610951
2005,402538.5897603008
2006,635376.1138518818
2007,926738.3146124738
2008,361778.26282157796
2009,760084.8706127193
2010,194320.02716298262
2011,248117.59811841993
2012,589351.78767497
2013,422619.4404240933
2014,397407.74216428807
2015,564693.2717678038
2016,38028.059106423025
2017,428514.04850489076
2018,565696.4320249808
2019,262808.39531685325
2020,1132455.8842112788
2021,463315.7861423353
2022,253406.87436065584
2023,1340550.6340617668
2024,264105.2433789408
2025,523464.53763425373
2026,355777.8629263885
2027,740045.3265291323
2028,212445.12703373394
2029,95035.01085648045
2030,713966.956626825
2031,215229.43737399578
2032,269345.25089215965
2033,191669.61768680968
2034,510183.78184129705
2035,534082.2335133853
2036,667311.056548035
2037,424956.61424408096
2038,266151.2395970704
2039,266151.2395970704
2040,1640610.0226182637
2041,451803.8745357081
2042,417811.2021725568
2043,86327.53794051264
2044,929157.6796778094
2045,278126.4624368563
2046,883754.8289692302
2047,476100.8555111267
2048,661034.2724611051
2049,494686.98320964654
2050,363718.7883620246
2051,285112.52829057904
2052,414685.1838744845
2053,404645.5873205842
2054,182967.7988360072
2055,375073.1938624473
2056,310598.03604891856
2057,290119.2338831921
2058,685595.4657654078
2059,612976.5705280555
2060,155438.11894937663
2061,411215.0744683903
2062,478190.2041658836
2063,358706.58425087214
2064,589047.4458008513
2065,37548.25218030959
2066,522735.93444491015
2067,706706.3343772563
2068,479321.6121382043
2069,338093.2519549519
2070,439507.64891974244
2071,1007312.7641552694
2072,51052.21188389184
2073,153122.60478398902
2074,1049839.3386662889
2075,1266656.5551900577
2076,759386.5758747257
2077,562003.7764817169
2078,245892.9997332305
2079,892334.4728846122
2080,481186.99461675517
2081,205523.34935879282
2082,976684.0634668097
2083,682623.9778264518
2084,852801.5114147041
2085,2497338.7942722053
2086,163889.3913996762
2087,433675.5443039895
2088,1318402.1275957155
2089,1023549.3043469773
2090,470188.2936601866
2091,986895.4694891851
2092,298299.6176902595
2093,815314.4500692809
2094,224380.38364900433
2095,657654.2929358761
2096,476356.38950317155
2097,1057324.0899751952
2098,648519.9506884653
2099,386459.7849241793
2100,422067.1008678364
2101,682157.9712751001
2102,204762.7672010656
2103,556820.7265643999
2104,256786.78966551105
2105,267176.9411792573
2106,124708.99227177975
2107,245091.8879132166
2108,1050115.7559204747
2109,312869.4996143989
2110,489661.2878424175
2111,587595.9977753051
2112,1229722.0277490218
2113,1167523.7669823759
2114,214307.27461774705
2115,627234.15897816
2116,389370.38974429097
2117,461424.62880708545
2118,780782.3376380057
2119,771210.2165823745
2120,662048.5943769752
2121,629175.8730958811
2122,413866.6842855298
2123,758027.9580078089
2124,617069.9112574637
2125,1796344.2268565316
2126,261078.4880282614
2127,261078.4880282614
2128,144341.94248518936
2129,265432.07202342857
2130,762582.2227255794
2131,553563.8275326043
2132,147315.32649780932
2133,564218.1093432714
2134,345008.4659787882
2135,193580.30911604455
2136,1169372.0637288634
2137,288912.95111234474
2138,507355.9959929227
2139,602867.1201836255
2140,1520848.1752537773
2141,-83474.76242942372
2142,873093.1441638984
2143,330392.3019269231
2144,487585.59443614574
2145,503229.1778771336
2146,575271.1797381493
2147,331509.95505369164
2148,478064.97332824057
2149,610580.569551133
2150,510903.16101158876
2151,468075.80061686144
2152,574173.8121526893
2153,827819.051848521
2154,218693.08487113193
2155,767034.217957357
2156,502338.1788555756
2157,736472.915637856
2158,561346.6008991195
2159,751257.322672599
2160,540622.046340568
2161,575497.0974589693
2162,284604.6844232197
2163,390478.80901002605
2164,252148.79759688716
2165,136330.75519017392
2166,208125.42570871615
2167,456741.11416021595
2168,236609.445464417
2169,897360.37723759
2170,386521.0447800879
2171,233863.86207886966
2172,638300.9131917505
2173,236702.65918370575
2174,622452.6099035402
2175,683643.0861379711
2176,660845.1764238421
2177,994709.0994728245
2178,187461.95939430757
2179,1791903.6715356424
2180,571897.5413572236
2181,821150.9115891958
2182,516207.9521396116
2183,267744.76959712757
2184,434388.7010720874
2185,866674.4861198415
2186,288999.8748672769
2187,354597.7749754186
2188,450017.94485402736
2189,339918.5981829768
2190,746641.2139549059
2191,762915.0709527674
2192,766209.9877144899
2193,1022640.2629742378
2194,312322.76427303447
2195,487039.70007597376
2196,485347.5648144854
2197,366651.76959562453
2198,715037.6828282165
2199,527440.1880797624
2200,1480258.1989003357
2201,692049.0357322793
2202,468179.7630029551
2203,532142.0986028879
2204,401988.4090689812
2205,626805.0343211329
2206,355702.7450394626
2207,161191.86546749208
2208,679531.1245810824
2209,840465.6602087286
2210,886497.318513202
2211,263792.39469052776
2212,507132.35477128567
2213,440794.8229841755
2214,834210.1970180544
2215,805834.197793989
2216,492847.7239790347
2217,788714.652537948
2218,612035.4890895892
2219,561694.1665247545
2220,599056.0789464677
2221,144286.68466313806
2222,698834.6485547832
2223,236995.87739100715
2224,311463.4444080829
2225,721067.5039999667
2226,724146.5690134092
2227,450294.95664162945
2228,189991.89776019374
2229,288715.78703533136
2230,590169.6512811256
2231,580351.8866292266
2232,553906.346910977
2233,926200.9483148726
2234,554688.946958924
2235,141610.059845605
2236,1894116.3290544506
2237,523097.7123550987
2238,337812.5342161008
2239,260075.80806709145
2240,269977.43267399777
2241,709564.4984818151
2242,696911.4906017894
2243,304965.13911646156
2244,492858.6079685142
2245,484674.98137094034
2246,607360.5339607577
2247,565153.7091450326
2248,981551.7596003201
2249,204203.08002013277
2250,514769.06413300405
2251,234085.58018187282
2252,395699.7427829228
2253,457895.77732745546
2254,1212991.8665026827
2255,557336.6083904796
2256,257847.31737006787
2257,262399.33152558556
2258,699496.4964254736
2259,392761.081720424
2260,124079.52314709249
2261,340706.1411462014
2262,733584.0808466565
2263,243193.48828360916
2264,584510.555550059
2265,250964.7823840722
2266,319465.90245141124
2267,1722211.0729414083
2268,570151.1743771959
2269,125472.02388829127
2270,373100.42357456265
2271,415529.0577127646
2272,105307.73106970353
2273,406934.9674969575
2274,195861.91178092622
2275,565130.25329457
2276,276804.1932412821
2277,547550.8407999658
2278,556392.9837872252
2279,231999.70661051903
2280,546186.0259139637
2281,666442.8202561527
2282,530141.4448602408
2283,667595.7315775409
2284,338737.7554241003
2285,213516.15617803182
2286,665570.9061002806
2287,310951.1159844144
2288,430759.1096705275
2289,463422.2965602464
2290,327720.83147665055
2291,629129.917860215
2292,362460.5412005414
2293,473257.8233375831
2294,238891.2621011252
2295,752429.6945070551
2296,753837.9822850518
2297,412413.01382596884
2298,1194690.668285134
2299,224856.15705429122
2300,660803.3466440359
2301,210314.9339714623
2302,264270.01649872964
2303,517164.7977631771
2304,463537.2200463606
2305,1054818.9838592159
2306,703062.0768676572
2307,636248.9270948125
2308,727647.4499629919
2309,829900.4573750566
2310,314009.3167216922
2311,636372.8368617406
2312,192376.02464045363
2313,386098.1862053742
2314,751192.7990672204
2315,791066.3216784395
2316,813054.6832216466
2317,599611.6455764503
2318,581725.7874049345
2319,609462.7196125947
2320,1132263.361524314
2321,967883.4770658675
2322,529209.0688313995
2323,429521.4713391772
2324,410899.959969908
2325,404113.87713710405
2326,196300.5764938632
2327,853029.878998478
2328,479341.8001010213
2329,676013.3723075484
2330,198030.20804956864
2331,95674.43900830374
2332,416391.3820217333
2333,887776.8871867629
2334,314394.09246058285
2335,406940.9340675691
2336,274807.4929213906
2337,170475.77962728473
2338,401800.3189004832
2339,1533077.4996478162
2340,253629.04831526824
2341,390137.2007606232
2342,642609.904732369
2343,620655.6079054065
2344,483801.0752654519
2345,665806.8517230522
2346,680982.1245311277
2347,311262.30279050145
2348,422077.12737243075
2349,724013.0589181207
2350,189406.97961679328
2351,733890.8801682679
2352,231750.38442352158
2353,637913.2048070579
2354,850981.9907842577
2355,1185415.41736559
2356,1106029.940413554
2357,167715.8754916432
2358,120062.03375340911
2359,231926.94482462772
2360,101470.38829840225
2361,598438.8299971325
2362,134048.90400351374
2363,226256.28882903256
2364,562423.7205372399
2365,600781.1755672687
2366,966191.3378356798
2367,988820.1768555911
2368,630517.8680357314
2369,757288.0022143697
2370,655919.7400052568
2371,411178.56272098527
2372,345937.1325243276
2373,447792.7704632209
2374,627924.6893514495
2375,618111.6619847588
2376,225894.03684799123
2377,399311.28049273486
2378,827922.483509619
2379,306595.9147198978
2380,308178.47937694954
2381,89298.7069993869
2382,632838.7018082141
2383,1278846.8500769935
2384,216558.55866816308
2385,318952.7364317291
2386,60794.08111635147
2387,181719.60625891585
2388,351715.06654074555
2389,1310374.38713271
2390,475086.3218263993
2391,479675.57554182655
2392,298645.6387790226
2393,492757.0551566145
2394,427713.0185507012
2395,743127.3613402287
2396,317713.8224386732
2397,417326.2356070437
2398,527051.123420876
2399,1387058.2878529618
2400,171406.66965381522
2401,484688.5478463891
2402,217981.003842697
2403,383596.2054550436
2404,766588.0003394142
2405,620395.729810001
2406,145719.65257524507
2407,1206440.181129199
2408,757742.7168383505
2409,595634.8649277914
2410,142651.18435852777
2411,762329.8848084618
2412,851276.8028243191
2413,744434.1697193693
2414,201293.59321738465
2415,415446.4001800865
2416,103877.06071712507
2417,578870.3224508846
2418,249008.7994681691
2419,521818.7530348671
2420,712756.9776550991
2421,598146.9683155923
2422,684518.85419428
2423,440467.70795002894
2424,658759.624906931
2425,971104.7308360818
2426,226068.8573500432
2427,330009.66880576254
2428,693789.5398583993
2429,1029347.9011268299
2430,426022.7055463041
2431,410826.5523597264
2432,325734.46557763964
2433,520207.97110616625
2434,375269.9280821743
2435,486206.68420206674
2436,448649.99488699227
2437,705797.6164207844
2438,842915.6100066728
2439,416846.03177781554
2440,580787.7588558485
2441,526379.1101357583
2442,698919.9829536655
2443,-4865.36280747733
2444,2475009.9162517665
2445,325797.46839293407
2446,1176901.3336607062
2447,328670.4501290178
2448,1046700.368016632
2449,1094913.9609775858
2450,642065.9365817959
2451,139412.84326932416
2452,961834.8222234731
2453,311177.99072061473
2454,200300.29352182813
2455,1409854.5051756983
2456,1022648.870180662
2457,315106.176623714
2458,774955.0593313626
2459,849601.4350215944
2460,461050.40558641485
2461,1547392.9468277278
2462,546918.8311016491
2463,174969.02987423225
2464,128012.2016850498
2465,524648.0870350407
2466,1261417.316419093
2467,331945.8190770231
2468,746722.0738197118
2469,328790.0125783938
2470,637575.8343045271
2471,499439.65770249127
2472,619818.44658721
2473,1070109.3186679753
2474,882996.9573643126
2475,387630.32224895747
2476,460864.1616655068
2477,819204.5018133323
2478,256807.8648511063
2479,338074.7092732715
2480,576950.2765204379
2481,388281.3332730144
2482,594779.7423344816
2483,544159.5187642955
2484,208517.096980153
2485,372714.243864498
2486,796393.0570293826
2487,478809.02051894844
2488,445145.3669404832
2489,398395.19792945846
2490,433392.32155454694
2491,813114.7204630016
2492,569768.4793530004
2493,133604.3100254201
2494,133604.3100254201
2495,493306.7006194992
2496,301068.05540584045
2497,301068.05540584045
2498,94623.96786636661
2499,243842.5138027076
2500,602900.9578289224
2501,489681.8942850344
2502,562973.2847905756
2503,562973.2847905756
2504,638518.1013898513
2505,566747.0412946771
2506,782840.2059058497
2507,588981.1433219452
2508,588479.5606869152
2509,337861.6333302525
2510,160084.29906740732
2511,490870.0204636969
2512,323554.1933103902
2513,783103.6876341917
2514,554209.8212458026
2515,103658.34539469564
2516,1266935.7511355532
2517,161882.26854157104
2518,550434.4367964806
2519,482618.5496703312
2520,540356.8745329515
2521,165675.62032050965
2522,435626.8429660358
2523,2947.743879734073
2524,142368.9162330518
2525,500562.74856605195
2526,465743.1784196807
2527,480760.7548333035
2528,842716.8929959525
2529,663294.8264764557
2530,458968.47378845955
2531,561888.3468673312
2532,561888.3468673312
2533,991429.1405008223
2534,405506.5335762885
2535,599442.0063095773
2536,717851.6860366353
2537,613431.1155366389
2538,681537.2961090337
2539,391115.0156420608
2540,315685.0718538284
2541,765749.0849406425
2542,87108.02683146461
2543,559275.5946321817
2544,448550.45953329536
2545,312566.67559454555
2546,105545.57513655978
2547,828390.1253626966
2548,233411.18183468503
2549,466766.8818324141
2550,261230.93079359247
2551,674451.7949912627
2552,368658.591063775
2553,948917.067367054
2554,239780.74254432018
2555,815928.1781897708
2556,196687.34592085064
2557,1146233.0327418528
2558,643752.4462647756
2559,818492.2192462573
2560,781485.8036968935
2561,530489.5790151802
2562,534555.5712307101
2563,821247.5250783109
2564,1386095.9372178717
2565,1386095.9372178717
2566,649833.0780661079
2567,656062.2607038183
2568,674770.9116283262
2569,639148.8038325341
2570,426054.62948381505
2571,276319.46057827875
2572,446180.37788132916
2573,329260.9091990789
2574,474201.5304065562
2575,720603.7258682575
2576,181604.11836757325
2577,287476.92655469954
2578,1428992.1378387534
2579,613653.1084322638
2580,589675.6988944019
2581,482863.3366548341
2582,1162857.6521020855
2583,608421.8917062555
2584,407003.6992106341
2585,499378.7239007369
2586,567140.1358209113
2587,159617.89412939892
2588,306345.4429296
2589,396494.5769287847
2590,559623.4057065292
2591,437356.33984355757
2592,589293.539012512
2593,191640.65499588032
2594,514090.77755564346
2595,622536.8811121807
2596,583311.173711849
2597,441791.70348968275
2598,266824.00336080586
2599,214237.01716061274
2600,754276.1109845822
2601,486142.4292882059
2602,326068.3890699907
2603,69834.7141660814
2604,399277.49560584815
2605,424348.2920676579
2606,330423.16463277093
2607,585423.2547878256
2608,357429.3704883682
2609,518318.97112890705
2610,295721.70101644046
2611,192639.16772927798
2612,389772.1964157707
2613,542590.2637080902
2614,613936.5998055916
2615,618238.8487446092
2616,273423.5060804887
2617,285217.114009311
2618,1048422.7238664231
2619,237108.66126571206
2620,1450257.9911661271
2621,489063.7025594929
2622,600241.4150159571
2623,319108.4771630084
2624,745027.328473235
2625,331031.33681134076
2626,2654670.8226892543
2627,563840.0558602788
2628,411028.0465634718
2629,688000.0971605978
2630,677426.7435662146
2631,199826.37062591175
2632,199826.37062591175
